eduid,id,official_name,official_short,official_address,official_region,official_years,our_name,our_short,our_years
100016508,031314503,Cirkevná základná škola s materskou školou sv. Michala Archanjela,Cirkevná ZŠ s MŠ,"Hlavná 137, Stanča",Košický,"zs:10,zs:9",,,
100000894,031744265,Súkromné gymnázium,Súkromné gymnázium,"Kremnická 26, Bratislava-Petržalka",Bratislavský,"gym:8,gym:5,gym:4",,,
100000197,031745041,Základná škola,Základná škola,"Podzáhradná 51, Bratislava-Podunajské Biskupice",Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100000013,031746616,Základná škola s materskou školou pre deti a žiakov so sluchovým postihnutím internátna,ZŠ s MŠi so SP,"Drotárska cesta 48, Bratislava-Staré Mesto",Bratislavský,"ss:9,ss:10,zs:10,zs:9",,,
100000336,031748180,Základná škola,Základná škola,"Ružová dolina 29, Bratislava-Ružinov",Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100000201,031748198,Základná škola s materskou školou s vyučovacím jazykom maďarským - Alapiskola és Óvoda,ZŠ s MŠ - VJM,"Vetvárska 7, Bratislava-Podunajské Biskupice",Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100000177,031748201,Základná škola,Základná škola,"Biskupická 21, Bratislava-Podunajské Biskupice",Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100000926,031754911,Základná škola,Základná škola,"Prokofievova 5, Bratislava-Petržalka",Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100000837,031754929,Základná škola,Základná škola,"Černyševského 8, Bratislava-Petržalka",Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100000811,031754945,Základná škola s materskou školou,Základná škola s MŠ,"Trnková 1, Bratislava-Jarovce",Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100000910,031754953,Základná škola,Základná škola,"Nobelovo námestie 6, Bratislava-Petržalka",Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100000953,031754961,Základná škola,Základná škola,"Tupolevova 20, Bratislava-Petržalka",Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100000575,031768849,Základná škola,Základná škola,"Tbiliská 4, Bratislava-Rača",Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100000497,031768873,Základná škola s materskou školou,Základná škola s MŠ,"Riazanská 75, Bratislava-Nové Mesto",Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100000524,031768989,Základná škola s materskou školou,Základná škola s MŠ,"Za kasárňou 2, Bratislava-Nové Mesto",Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100000466,031769152,Základná škola pri zdravotníckom zariadení,Základná škola pri DFN,"Limbová 1, Bratislava-Nové Mesto",Bratislavský,"ss:9,ss:10,zs:10,zs:9",,,
100000956,031771424,Základná škola,Základná škola,"Turnianska 10, Bratislava-Petržalka",Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100000856,031771475,Základná škola,Základná škola,"Gessayova 2, Bratislava-Petržalka",Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100001040,031773702,Základná škola,Základná škola,"Staničná 631, Lozorno",Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100001133,031773711,Základná škola kpt. Jána Nálepku,Základná škola,"Školská 2, Stupava",Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100001073,031773729,Základná škola,Základná škola,"Záhorácka 95, Malacky",Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100000471,031780466,Hotelová akadémia,Hotelová akadémia,"Mikovíniho 1, Bratislava-Nové Mesto",Bratislavský,"ss:1,ss:9,ss:4,ss:3,ss:2,ss:5",,,
100000897,031780474,Základná škola,Základná škola,"Lachova 1, Bratislava-Petržalka",Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100000876,031780491,Základná škola,Základná škola,"Holíčska 50, Bratislava-Petržalka",Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100000745,031780504,Základná škola Alexandra Dubčeka,Základná škola,"Majerníkova 62, Bratislava-Karlova Ves",Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100000431,031780539,Základná škola s materskou školou,Základná škola s MŠ,"Česká 10, Bratislava-Nové Mesto",Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100000842,031780547,Základná škola,Základná škola,"Dudova 2, Bratislava-Petržalka",Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100000401,031780717,Základná škola,Základná škola,"Rajčianska 3, Bratislava-Vrakuňa",Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100000172,031780741,Základná škola,Základná škola,"Bieloruská 1, Bratislava-Podunajské Biskupice",Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100000287,031780750,Základná škola,Základná škola,"Mierová 46, Bratislava-Ružinov",Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100000994,031780768,Špeciálna základná škola s materskou školou,Špeciálna ZŠ s MŠ,"Žehrianska 9, Bratislava-Petržalka",Bratislavský,"ss:9,zs:10,zs:9,ss:10",,,
100000277,031780776,Základná škola,Základná škola,"Medzilaborecká 11, Bratislava-Ružinov",Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100000273,031780792,Základná škola,Základná škola,"Kulíškova 8, Bratislava-Ružinov",Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100000410,031780806,Základná škola,Základná škola,"Žitavská 1, Bratislava-Vrakuňa",Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100000320,031780822,Základná škola Slovenského národného povstania,Základná škola,"Ostredková 14, Bratislava-Ružinov",Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100000384,031780831,Základná škola,Základná škola,"Vrútocká 58, Bratislava-Ružinov",Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100000609,031780865,Základná škola,Základná škola,"Ivana Bukovčana 3, Bratislava-Devínska Nová Ves",Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100000069,031780890,Špeciálna základná škola s materskou školou,Špeciálna ZŠ s MŠ,"Karpatská 1, Bratislava-Staré Mesto",Bratislavský,"ss:9,zs:10,zs:9,ss:10",,,
100001005,031781845,Základná škola s materskou školou,Základná škola s MŠ,"Vývojová 228, Bratislava-Rusovce",Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100000919,031781853,Základná škola,Základná škola,"Pankúchova 4, Bratislava-Petržalka",Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100000831,031781977,Základná škola,Základná škola,"Budatínska 61, Bratislava-Petržalka",Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100000476,031785204,Základná škola s materskou školou,Základná škola s MŠ,"Odborárska 2, Bratislava-Nové Mesto",Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100000417,031785212,Základná škola s materskou školou,Základná škola s MŠ,"Cádrova 23, Bratislava-Nové Mesto",Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100000504,031785221,Základná škola s materskou školou,Základná škola s MŠ,"Sibírska 39, Bratislava-Nové Mesto",Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100000515,031787088,ŠKOLA PRE MIMORIADNE NADANÉ DETI a Gymnázium,Škola pre  mim.nad.deti,"Teplická 7, Bratislava-Nové Mesto",Bratislavský,"ss:9,ss:10,zs:10,zs:9",,,
100000178,031787517,Súkromná hotelová akadémia HaGMa,Súkr. hotelová akadémia,"Biskupická 21, Bratislava-Vrakuňa",Bratislavský,"ss:2,ss:5,ss:4",,,
100000337,031789188,Súkromná základná škola,Súkr. ZŠ,"Karloveská 64, Bratislava-Karlova Ves",Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100000255,031792952,Súkromná škola umeleckého priemyslu Bohumila Baču,Súkromná ŠUP,"Ivanská cesta 21, Bratislava-Ružinov",Bratislavský,ss:4,,,
100000937,031793185,Stredná zdravotnícka škola,SZŠ,"Strečnianska 20, Bratislava-Petržalka",Bratislavský,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100000347,031797920,Stredná odborná škola dopravná,SOŠ dopravná,"Kvačalova 20, Bratislava-Ružinov",Bratislavský,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100000986,031801722,Súkromné bulharské gymnázium Christa Boteva,Bulharské gymnázium,"Záporožská 8, Bratislava-Petržalka",Bratislavský,"gym:8,gym:4",,,
100001024,031810250,Základná škola,Základná škola,"Školská ulica 23, Jakubov",Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100001029,031810268,Základná škola s materskou školou,ZŠ s MŠ,Kuchyňa,Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100001102,031810276,Základná škola,Základná škola,Plavecký Štvrtok,Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100001118,031810292,Základná škola,ZŠ,"Školská ulica 19, Sološnica",Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100001331,031810446,Základná škola,Základná škola,"Šarfická 301, Blatné",Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100001437,031810462,Základná škola Milana Rastislava Štefánika,ZŠ M.R.Štefánika,"Športová 470, Most pri Bratislave",Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100000552,031810497,Základná škola s materskou školou Jána Amosa Komenského,Základná škola s MŠ,"Hubeného 25, Bratislava-Rača",Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100000452,031810527,Základná škola s materskou školou,Základná škola s MŠ,"Jeséniova 54, Bratislava-Nové Mesto",Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100001169,031810543,Základná škola s materskou školou,Základná škola s MŠ,"430, Budmerice",Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100000048,031810934,Základná škola,Základná škola,"Hlboká cesta 4, Bratislava-Staré Mesto",Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100000118,031810969,Základná škola s materskou školou Milana Hodžu,ZŠ s MŠ Milana Hodžu,"Škarniclova 1, Bratislava-Staré Mesto",Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100000045,031810993,Základná škola s materskou školou M. R. Štefánika,Základná škola s MŠ,"Grösslingová 48, Bratislava-Staré Mesto",Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100001045,031811493,Základná škola Dr. Jozefa Dérera,Základná škola,"Gen. M. R. Štefánika 7, Malacky",Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100001013,031811540,Základná škola,Základná škola,"Skuteckého 438, Gajary",Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100001034,031811612,Základná škola,Základná škola,"Vŕšok 20, Láb",Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100001336,031811949,Základná škola s materskou školou,Základná škola s MŠ,"Hlavná 113, Čataj",Bratislavský,"zs:10,zs:9",,,
100001197,031816681,Základná škola Ľudovíta Štúra,Základná škola,"Komenského 1/A, Modra",Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100001278,031816860,Základná škola s materskou školou,Základná škola s MŠ,"Školská 11, Slovenský Grob",Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100001166,031816908,Základná škola s materskou školou,Základná škola s MŠ,"Ul. 1. mája 3, Báhoň",Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100001378,031816916,Základná škola s materskou školou,Základná škola s MŠ,"Školská ulica 4, Chorvátsky Grob",Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100001120,031816924,Základná škola s materskou školou,Základná škola s MŠ,Studienka,Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100001298,031817017,Základná škola,Základná škola,"Vinohradská 62, Šenkvice",Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100001312,031817025,Základná škola s materskou školou,Základná škola s MŠ,Vištuk,Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100001150,031817068,Základná škola,Základná škola,"Hlavná 31, Záhorská Ves",Bratislavský,"zs:10,ss:9,zs:9,ss:10",,,
100002250,031825010,Základná škola sv. Jozefa,Základ. škola sv.Jozefa,"Pribinova 35, Hlohovec",Trnavský,"zs:10,ss:9,zs:9,ss:10",,,
100006326,031825052,Základná škola svätého Don Bosca,Cirkevná základná škola,"Ľ. Fullu 6, Topoľčany",Nitriansky,"zs:10,ss:9,zs:9,ss:10",,,
100006027,031825281,Cirkevná základná škola Pála Palásthyho s vyučovacím jazykom maďarským - Palásthy Pál Egyházi Alapiskola,CZŠ P. Palásthyho s VJM,Plášťovce,Nitriansky,"zs:10,ss:9,zs:9,ss:10",,,
100001594,031825389,Reformovaná základná cirkevná škola s vyučovacím jazykom maďarským - Magyar Tannyelvű Református Alapiskola,Reformovaná ZŠ s VJM,"Hlavná 85, Dolný Štál",Trnavský,"zs:10,ss:9,zs:9,ss:10",,,
100006468,031825435,Základná škola svätého Vojtecha,ZŠ sv. Vojtecha,"Levická 903, Vráble",Nitriansky,"zs:10,ss:9,zs:9,ss:10",,,
100002959,031825451,Stredná odborná škola pedagogická bl. Laury,SOŠ ped. bl.Laury,"Jána Hollého 9, Trnava",Trnavský,"ss:9,ss:4",,,
100005967,031825621,Cirkevná základná škola sv. Pavla,Cirk. ZŠ sv. Pavla,Nová Dedina,Nitriansky,"zs:10,ss:9,zs:9,ss:10",,,
100006835,031825702,Cirkevná základná škola Žofie Bosniakovej,Cirk. ZŠ Ž.Bosniakovej,"Nám. hrdinov 6, Šurany",Nitriansky,"zs:10,ss:9,zs:9,ss:10",,,
100005599,031826113,Základná škola sv. Dominika Sávia,Základná škola sv.Sávia,"Kopanická 286, Machulince",Nitriansky,"zs:10,ss:9,zs:9",,,
100005813,031826539,Základná škola svätého Marka,ZŠ sv. Marka,"Petzwalova 1, Nitra",Nitriansky,"zs:10,ss:9,zs:9,ss:10",,,
100002591,031827705,Základná škola,Základná škola,"Sadová 620, Senica",Trnavský,"zs:10,ss:9,zs:9,ss:10",,,
100002534,031827829,Základná škola Andreja Radlinského,Základná škola,"Školská 694, Kúty",Trnavský,"zs:10,ss:9,zs:9,ss:10",,,
100004605,031870431,Základná škola,Základná škola,"Bezručova 66, Trenčín",Trenčiansky,"zs:10,ss:9,zs:9,ss:10",,,
100006745,031872026,Základná škola Jána Hollého,Základná škola,"Hollého 48, Šaľa",Nitriansky,"zs:10,ss:9,zs:9,ss:10",,,
100003062,031875394,Základná škola s materskou školou,Základná škola s MŠ,"Vančurova 38, Trnava",Trnavský,"zs:10,ss:9,zs:9,ss:10",,,
100002830,031875408,Základná škola s materskou školou,Základná škola s MŠ,"Kostolná 28, Hrnčiarovce nad Parnou",Trnavský,"zs:10,ss:9,zs:9,ss:10",,,
100008305,031902952,Základná škola s materskou školou,Základná škola s MŠ,Oravská Lesná,Žilinský,"zs:10,ss:9,zs:9,ss:10",,,
100009274,031914551,Gymnázium,Gymnázium,"Varšavská 1, Žilina",Žilinský,"gym:8,gym:4",,,
100007770,031926754,Obchodná akadémia Petra Zaťka,Obchodná akadémia,"Petrovičovo nábrežie 18, Liptovský Mikuláš",Žilinský,"ss:9,ss:4",,,
100008564,031934617,Základná škola,Základná škola,"Sládkovičova, Ružomberok",Žilinský,"zs:10,ss:9,zs:9,ss:10",,,
100015598,031942032,Cirkevná základná škola sv. Michala,Cirkevná základná škola,"Volgogradská 2, Michalovce",Košický,"zs:10,ss:9,zs:9,ss:10",,,
100016123,031942067,Cirkevná základná škola Juraja Sklenára,Cirkevná základná škola,"Školská 55, Letanovce",Košický,"zs:10,ss:9,zs:9,ss:10",,,
100016277,031942130,Základná škola sv. Michala,ZŠ sv. Michala,"Školská 1, Spišské Tomášovce",Košický,"zs:10,ss:9,zs:9,ss:10",,,
100015026,031942199,Základná škola s materskou školou sv. Marka Križina,ZŠ s MŠ sv.M. Križina,"Rehoľná 2, Košice-Krásna",Košický,"zs:10,ss:9,zs:9,ss:10",,,
100013242,031942202,Cirkevná základná škola sv. Jána Krstiteľa,Cirkevná základná škola,"9. mája 7, Sabinov",Prešovský,"zs:10,ss:9,zs:9,ss:10",,,
100015592,031942369,Stredná odborná škola sv. Cyrila a Metoda,SOŠ sv.Cyrila a Metoda,"Tehliarska 2, Michalovce",Košický,"ss:1,ss:9,ss:4,ss:3,ss:2",,,
100013630,031942601,Cirkevná základná škola sv. Petra a Pavla,CZŠ sv. Petra a Pavla,"Hrnčiarska 61, Stropkov",Prešovský,"zs:10,ss:9,zs:9,ss:10",,,
100013798,031942806,Cirkevná základná škola sv. Juraja,CZŠ sv. Juraja,"Soviet. hrdinov 111, Svidník",Prešovský,"zs:10,ss:9,zs:9,ss:10",,,
100014975,031946615,Hotelová akadémia,Hotelová akadémia,"Južná trieda 10, Košice-Juh",Košický,"ss:1,ss:9,ss:4,ss:3,ss:2,ss:5",,,
100015397,031953158,Základná škola,Základná škola,"Hlavná 165, Valaliky",Košický,"zs:10,ss:9,zs:9,ss:10",,,
100015121,031953204,Základná škola,Základná škola,"Pionierska 33, Čaňa",Košický,"zs:10,ss:9,zs:9,ss:10",,,
100015104,031953271,Základná škola s materskou školou Milana Rastislava Štefánika,Základná škola s MŠ,"Školská 8A, Budimír",Košický,"zs:10,ss:9,zs:9,ss:10",,,
100015526,031953549,Obchodná akadémia,Obchodná akadémia,"Kapušianska 2, Michalovce",Košický,"ss:9,ss:4",,,
100015064,031956688,Obchodná akadémia,Obchodná akadémia,"Polárna 1, Košice-Nad jazerom",Košický,"ss:9,ss:4",,,
100016380,031965458,Základná škola pri zdravotníckom zariadení,ZŠ pri zdrav.zariadení,Hraň,Košický,"ss:9,ss:10,zs:10,zs:9",,,
100013501,031967256,Základná škola s materskou školou,Základná škola s MŠ,"Školská 2, Podolínec",Prešovský,"zs:10,ss:9,zs:9,ss:10",,,
100014803,031985921,Základná škola,Základná škola,"Starozagorská 8, Košice-Sídlisko KVP",Košický,"zs:10,ss:9,zs:9,ss:10",,,
100014831,031986048,Špeciálna základná škola,Špeciálna zákl.škola,"Inžinierska 24, Košice-Západ",Košický,"ss:9,zs:10,zs:9,ss:10",,,
100016557,031986072,Cirkevné gymnázium sv. Jána Krstiteľa,Cirkevné gymnázium,"M. R. Štefánika 9, Trebišov",Košický,"gym:8,gym:4",,,
100012985,031991653,Gymnázium sv. Moniky,Gymnázium sv. Moniky,"Tarasa Ševčenka 1, Prešov",Prešovský,"gym:8,gym:5,gym:4",,,
100004592,034000976,Základná škola Andreja Bagara,ZŠ Andreja Bagara,"Štvrť SNP 6, Trenčianske Teplice",Trenčiansky,"zs:10,ss:9,zs:9,ss:10",,,
100002072,034003304,Cirkevná základná škola sv. Cyrila a Metoda,CZŠ sv. Cyrila a Metoda,"Komenského 41, Sereď",Trnavský,"zs:10,ss:9,zs:9,ss:10",,,
100006526,034005153,Obchodná akadémia,Obchodná akadémia,"Bernolákova 26, Zlaté Moravce",Nitriansky,"ss:9,ss:5,ss:4",,,
100004698,034008306,Základná škola,Základná škola,"Veľkomoravská 12, Trenčín",Trenčiansky,"zs:10,ss:9,zs:9,ss:10",,,
100004560,034008900,Základná škola,Základná škola,"J. Braneckého 15, Trenčianska Teplá",Trenčiansky,"zs:10,ss:9,zs:9,ss:10",,,
100003842,034017011,Základná škola s materskou školou,Základná škola s MŠ,"Veľká Okružná 19, Partizánske",Trenčiansky,"zs:10,ss:9,zs:9,ss:10",,,
100003094,034017381,Základná škola s materskou školou,Základná škola s MŠ,"Športová 33, Zavar",Trnavský,"zs:10,ss:9,zs:9,ss:10",,,
100002597,034028218,Základná škola,Základná škola,"V. Paulínyho-Tótha 32, Senica",Trnavský,"zs:10,ss:9,zs:9,ss:10",,,
100002584,034028226,Základná škola,Základná škola,"Komenského 959, Senica",Trnavský,"zs:10,ss:9,zs:9,ss:10",,,
100002487,034028277,Základná škola Jána Hollého,Základná škola,"Záhorácka 33, Borský Mikuláš",Trnavský,"zs:10,ss:9,zs:9,ss:10",,,
100005180,034041869,Špeciálna základná škola - Speciális Alapiskola,Špeciálna ZŠ,"Komárňanská 42, Hurbanovo",Nitriansky,"ss:9,zs:10,zs:9,ss:10",,,
100005310,034041893,Špeciálna základná škola - Speciális Alapiskola,Špec. základná škola,"Lesná 9, Kolárovo",Nitriansky,"ss:9,zs:10,zs:9,ss:10",,,
100005420,034041923,Špeciálna základná škola s vyučovacím jazykom maďarským - Speciális Alapiskola,Špeciálna ZŠ s v.j.m.,"Košická 8, Komárno",Nitriansky,"ss:9,zs:10,zs:9,ss:10",,,
100006810,034041991,Špeciálna základná škola - Speciális Alapiskola,Špec. základná škola,"Lipová 6, Štúrovo",Nitriansky,"ss:9,zs:10,zs:9,ss:10",,,
100003483,034057579,Základná škola,Základná škola,"Janka Kráľa 1, Nová Dubnica",Trenčiansky,"zs:10,ss:9,zs:9,ss:10",,,
100003334,034058893,Špeciálna základná škola,Špeciálna ZŠ,"Radlinského ul. 16, Bánovce nad Bebravou",Trenčiansky,"ss:9,zs:10,zs:9,ss:10",,,
100003809,034058915,Špeciálna základná škola,Špeciálna základ. škola,"Gen. Svobodu 73, Partizánske",Trenčiansky,"ss:9,zs:10,zs:9,ss:10",,,
100004083,034058923,Špeciálna základná škola,Špeciálna základ. škola,"Námestie baníkov 20, Handlová",Trenčiansky,"ss:9,zs:10,zs:9,ss:10",,,
